トークン	品詞
を完成させた	['助詞', '名詞', '動詞', '動詞', '助動詞']
という意見	['助詞', '名詞']
ということになる	['助詞', '名詞', '助詞', '動詞']
に搭載された	['助詞', '名詞', '動詞', '動詞', '助動詞']
を推進する	['助詞', '名詞', '動詞']
を生産し	['助詞', '名詞', '動詞']
を誇った	['助詞', '動詞', '助動詞']
に接続し	['助詞', '名詞', '動詞']
として活動している	['助詞', '名詞', '動詞', '助詞', '動詞']
を生かし	['助詞', '動詞']
を提案し	['助詞', '名詞', '動詞']
種類がある	['名詞', '助詞', '動詞']
を決めて	['助詞', '動詞', '助詞']
てもらう	['助詞', '動詞']
とみられている	['助詞', '動詞', '動詞', '助詞', '動詞']
とみなされる	['助詞', '動詞', '動詞']
状態にある	['名詞', '助詞', '動詞']
ものと考えられる	['名詞', '助詞', '動詞', '動詞']
の四男	['助詞', '名詞', '名詞']
をつなぐ	['助詞', '動詞']
を生み出した	['助詞', '動詞', '助動詞']
を引き継ぎ	['助詞', '動詞']
を選んで	['助詞', '動詞', '助詞']
が高まる	['助詞', '動詞']
違いがある	['名詞', '助詞', '動詞']
何者か	['名詞', '助詞']
を諦め	['助詞', '動詞']
に転用され	['助詞', '名詞', '動詞', '動詞']
権を獲得した	['名詞', '助詞', '名詞', '動詞', '助動詞']
を創設し	['助詞', '名詞', '動詞']
ことも可能である	['名詞', '助詞', '名詞', '助動詞', '助動詞']
に戻す	['助詞', '動詞']
を含み	['助詞', '動詞']
も登場する	['助詞', '名詞', '動詞']
幼名は	['名詞', '助詞']
月末まで	['名詞', '助詞']
タイトルを獲得した	['名詞', '助詞', '名詞', '動詞', '助動詞']
を冠し	['助詞', '動詞']
とみなす	['助詞', '動詞']
を禁止し	['助詞', '名詞', '動詞']
ことを意味し	['名詞', '助詞', '名詞', '動詞']
として利用されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
ことはできず	['名詞', '助詞', '動詞', '助動詞']
とその妻	['名詞', '助詞', '名詞']
感銘を受け	['名詞', '助詞', '動詞']
を引き継ぐ	['助詞', '動詞']
に命じて	['助詞', '動詞', '助詞']
を可能にする	['助詞', '名詞', '助詞', '動詞']
と呼んでいた	['助詞', '動詞', '助詞', '動詞', '助動詞']
を打ち出し	['助詞', '動詞']
を否定する	['助詞', '名詞', '動詞']
から生まれた	['助詞', '動詞', '助動詞']
として使用されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
という地名	['助詞', '名詞']
も盛ん	['助詞', '名詞']
を申請し	['助詞', '名詞', '動詞']
を受け入れる	['助詞', '動詞']
を生かして	['助詞', '動詞', '助詞']
を抱いた	['助詞', '動詞', '助動詞']
を要した	['助詞', '動詞', '助動詞']
を守るために	['助詞', '動詞', '名詞', '助詞']
巻に収録	['名詞', '助詞', '名詞']
勝利を収めた	['名詞', '助詞', '動詞', '助動詞']
に限られる	['助詞', '動詞', '動詞']
を確認し	['助詞', '名詞', '動詞']
に身を	['助詞', '名詞', '助詞']
を生み出し	['助詞', '動詞']
を達成する	['助詞', '名詞', '動詞']
を確保するため	['助詞', '名詞', '動詞', '名詞']
有名になった	['名詞', '助詞', '動詞', '助動詞']
世界中に	['名詞', '助詞']
を阻止する	['助詞', '名詞', '動詞']
が可能になった	['助詞', '名詞', '助詞', '動詞', '助動詞']
をあげる	['助詞', '動詞']
に関わらず	['助詞', '動詞', '助動詞']
に参戦した	['助詞', '名詞', '動詞', '助動詞']
許可を得	['名詞', '助詞', '名詞']
を抱いて	['助詞', '動詞', '助詞']
をみせ	['助詞', '動詞']
を建立し	['助詞', '名詞', '動詞']
厳密に	['名詞', '助詞']
理由について	['名詞', '助詞']
と語る	['助詞', '動詞']
も検討	['助詞', '名詞']
ことが挙げられる	['名詞', '助詞', '動詞', '動詞']
を問う	['助詞', '動詞']
を活用し	['助詞', '名詞', '動詞']
を図っている	['助詞', '動詞', '助詞', '動詞']
の勧めで	['助詞', '名詞', '助詞']
にまたがる	['助詞', '動詞']
速やかに	['名詞', '助詞']
を与えること	['助詞', '動詞', '名詞']
と協力して	['助詞', '名詞', '動詞', '助詞']
名を冠した	['名詞', '助詞', '動詞', '助動詞']
度の高い	['名詞', '助詞', '形容詞']
を提唱した	['助詞', '名詞', '動詞', '助動詞']
にすぎない	['助詞', '動詞', '助動詞']
の創始者	['助詞', '名詞', '名詞']
による日本の漫画作品	['助詞', '名詞', '助詞', '名詞', '名詞']
として働いた	['助詞', '動詞', '助動詞']
に含まれている	['助詞', '動詞', '動詞', '助詞', '動詞']
に遡る	['助詞', '動詞']
盗塁を記録した	['名詞', '助詞', '名詞', '動詞', '助動詞']
と見なし	['助詞', '動詞']
にかかわらず	['助詞', '動詞', '助動詞']
へ復帰	['助詞', '名詞']
の中にある	['助詞', '名詞', '助詞', '動詞']
にちなみ	['助詞', '動詞']
を可能にし	['助詞', '名詞', '助詞', '動詞']
を極め	['助詞', '名詞']
になりたい	['助詞', '動詞', '助動詞']
に併合され	['助詞', '名詞', '動詞', '動詞']
に限って	['助詞', '動詞', '助詞']
記録を樹立	['名詞', '助詞', '名詞']
として活躍する	['助詞', '名詞', '動詞']
歳にして	['名詞', '助詞', '動詞', '助詞']
を開催する	['助詞', '名詞', '動詞']
を保ち	['助詞', '動詞']
以下のような	['名詞', '助詞', '名詞', '助動詞']
を発する	['助詞', '動詞']
を中止し	['助詞', '名詞', '動詞']
それに対して	['名詞', '助詞']
を待って	['助詞', '動詞', '助詞']
に置いた	['助詞', '動詞', '助動詞']
を進めている	['助詞', '動詞', '助詞', '動詞']
必要に応じて	['名詞', '助詞', '動詞', '助詞']
を教えた	['助詞', '動詞', '助動詞']
幾つか	['名詞', '助詞']
後を継いだ	['名詞', '助詞', '動詞', '助動詞']
大学へ進学	['名詞', '助詞', '名詞']
に委ね	['助詞', '動詞']
を支配した	['助詞', '名詞', '動詞', '助動詞']
を放送する	['助詞', '名詞', '動詞']
服を着	['名詞', '助詞', '名詞']
世界で最も	['名詞', '助詞', '副詞']
ておく	['助詞', '動詞']
日本で初めて	['名詞', '助詞', '副詞']
を投入し	['助詞', '名詞', '動詞']
人気がある	['名詞', '助詞', '動詞']
代表として出場	['名詞', '助詞', '名詞']
に接近し	['助詞', '名詞', '動詞']
へ完全移籍	['助詞', '名詞', '名詞']
と接している	['助詞', '動詞', '助詞', '動詞']
を多用し	['助詞', '名詞', '動詞']
と共演した	['助詞', '名詞', '動詞', '助動詞']
を計画した	['助詞', '名詞', '動詞', '助動詞']
を行なって	['助詞', '動詞', '助詞']
を発症し	['助詞', '名詞', '動詞']
が必要になる	['助詞', '名詞', '助詞', '動詞']
活動を始める	['名詞', '助詞', '動詞']
いつでも	['名詞', '助詞', '助詞']
現時点で	['名詞', '助詞']
ざるを得ない	['名詞', '助詞', '動詞', '助動詞']
に挟まれた	['助詞', '動詞', '動詞', '助動詞']
を批判する	['助詞', '名詞', '動詞']
を率いた	['助詞', '動詞', '助動詞']
を宣言し	['助詞', '名詞', '動詞']
永遠の	['名詞', '助詞']
を目標に	['助詞', '名詞', '助詞']
を流し	['助詞', '動詞']
を依頼した	['助詞', '名詞', '動詞', '助動詞']
に移動した	['助詞', '名詞', '動詞', '助動詞']
を置いている	['助詞', '動詞', '助詞', '動詞']
に上る	['助詞', '動詞']
に関係する	['助詞', '名詞', '動詞']
を意識し	['助詞', '名詞', '動詞']
を実行する	['助詞', '名詞', '動詞']
に興味を持ち	['助詞', '名詞', '助詞', '動詞']
を競う	['助詞', '動詞']
を離れる	['助詞', '動詞']
を繰り広げ	['助詞', '動詞']
を買収した	['助詞', '名詞', '動詞', '助動詞']
に突入し	['助詞', '名詞', '動詞']
川の支流	['名詞', '助詞', '名詞']
を高めた	['助詞', '動詞', '助動詞']
に出向	['助詞', '名詞']
も使われる	['助詞', '動詞', '動詞']
を併せ	['助詞', '動詞']
出場を果たし	['名詞', '助詞', '動詞']
に移行する	['助詞', '名詞', '動詞']
を流用し	['助詞', '名詞', '動詞']
タイトルを獲得	['名詞', '助詞', '名詞']
を訴える	['助詞', '動詞']
に関与した	['助詞', '名詞', '動詞', '助動詞']
へ加入	['助詞', '名詞']
を結んで	['助詞', '動詞', '助詞']
に参加して	['助詞', '名詞', '動詞', '助詞']
場合もあり	['名詞', '助詞', '動詞']
の指導を受け	['助詞', '名詞', '助詞', '動詞']
を抑制する	['助詞', '名詞', '動詞']
を採って	['助詞', '動詞', '助詞']
を提出し	['助詞', '名詞', '動詞']
を殺害し	['助詞', '名詞', '動詞']
を実現した	['助詞', '名詞', '動詞', '助動詞']
に名を連ね	['助詞', '名詞', '助詞', '動詞']
ことがきっかけで	['名詞', '助詞', '名詞', '助詞']
を挟み	['助詞', '動詞']
を守るため	['助詞', '動詞', '名詞']
役割を果たし	['名詞', '助詞', '動詞']
とコメントしている	['助詞', '名詞', '動詞', '助詞', '動詞']
を繰り広げる	['助詞', '動詞']
として知られていた	['助詞', '動詞', '動詞', '助詞', '動詞', '助動詞']
を交わし	['助詞', '動詞']
に貢献する	['助詞', '名詞', '動詞']
を測定する	['助詞', '名詞', '動詞']
を突破した	['助詞', '名詞', '動詞', '助動詞']
に置かれる	['助詞', '動詞', '動詞']
を追加した	['助詞', '名詞', '動詞', '助動詞']
ことを明らかにした	['名詞', '助詞', '名詞', '助詞', '動詞', '助動詞']
をおこなう	['助詞', '動詞']
を得るために	['助詞', '動詞', '名詞', '助詞']
差をつけ	['名詞', '助詞', '名詞']
話題になった	['名詞', '助詞', '動詞', '助動詞']
を構築する	['助詞', '名詞', '動詞']
工事が行われ	['名詞', '助詞', '動詞', '動詞']
と表現し	['助詞', '名詞', '動詞']
城の戦い	['名詞', '助詞', '名詞']
を買う	['助詞', '動詞']
数は約	['名詞', '助詞', '接頭詞']
を免れた	['助詞', '動詞', '助動詞']
を伴って	['助詞', '動詞', '助詞']
年に出版された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
へ向かい	['助詞', '動詞']
の背後に	['助詞', '名詞', '助詞']
を対象とし	['助詞', '名詞', '助詞', '動詞']
が増えている	['助詞', '動詞', '助詞', '動詞']
をつくり	['助詞', '動詞']
を買って	['助詞', '動詞', '助詞']
学校に入学	['名詞', '助詞', '名詞']
を整備し	['助詞', '名詞', '動詞']
を理解し	['助詞', '名詞', '動詞']
よこ	['助詞', '名詞']
を継承する	['助詞', '名詞', '動詞']
人気を博し	['名詞', '助詞', '動詞']
意見もある	['名詞', '助詞', '動詞']
を調査し	['助詞', '名詞', '動詞']
に面している	['助詞', '動詞', '助詞', '動詞']
を制御する	['助詞', '名詞', '動詞']
に移した	['助詞', '動詞', '助動詞']
に乗じて	['助詞', '動詞', '助詞']
を生む	['助詞', '動詞']
として使用する	['助詞', '名詞', '動詞']
というものだった	['助詞', '名詞', '助動詞', '助動詞']
を設置して	['助詞', '名詞', '動詞', '助詞']
と話している	['助詞', '動詞', '助詞', '動詞']
と対戦する	['助詞', '名詞', '動詞']
必要はない	['名詞', '助詞', '形容詞']
を恐れて	['助詞', '動詞', '助詞']
に反発し	['助詞', '名詞', '動詞']
ここまで	['名詞', '助詞']
を称し	['助詞', '動詞']
恐れがある	['名詞', '助詞', '動詞']
を含んで	['助詞', '動詞', '助詞']
の総称である	['助詞', '名詞', '助動詞', '助動詞']
を許され	['助詞', '動詞', '動詞']
を得意とする	['助詞', '名詞', '助詞', '動詞']
を基本とし	['助詞', '名詞', '助詞', '動詞']
処分を受けた	['名詞', '助詞', '動詞', '助動詞']
が高まって	['助詞', '動詞', '助詞']
に本社を置く	['助詞', '名詞', '助詞', '動詞']
を取っている	['助詞', '動詞', '助詞', '動詞']
を受け入れた	['助詞', '動詞', '助動詞']
を取ら	['助詞', '動詞']
成績を収め	['名詞', '助詞', '動詞']
を目撃し	['助詞', '名詞', '動詞']
に追い込まれ	['助詞', '動詞', '動詞']
いくつもの	['名詞', '助詞', '助詞']
を免れ	['助詞', '動詞']
を呈する	['助詞', '動詞']
を取り戻し	['助詞', '動詞']
を設けている	['助詞', '動詞', '助詞', '動詞']
を確保した	['助詞', '名詞', '動詞', '助動詞']
を確立し	['助詞', '名詞', '動詞']
自身のブログ	['名詞', '助詞', '名詞']
を拠点とする	['助詞', '名詞', '助詞', '動詞']
へ移り	['助詞', '動詞']
を通過した	['助詞', '名詞', '動詞', '助動詞']
が終わると	['助詞', '動詞', '助詞']
に配慮し	['助詞', '名詞', '動詞']
を守って	['助詞', '動詞', '助詞']
を流す	['助詞', '動詞']
時期もあった	['名詞', '助詞', '動詞', '助動詞']
として利用される	['助詞', '名詞', '動詞', '動詞']
と名付けられ	['助詞', '動詞', '動詞']
金メダルを獲得	['名詞', '助詞', '名詞']
を利用している	['助詞', '名詞', '動詞', '助詞', '動詞']
を見つけた	['助詞', '動詞', '助動詞']
を共有し	['助詞', '名詞', '動詞']
分野において	['名詞', '助詞']
語を話す	['名詞', '助詞', '動詞']
を移した	['助詞', '動詞', '助動詞']
を進めていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
跡を継いだ	['名詞', '助詞', '動詞', '助動詞']
に駐屯し	['助詞', '名詞', '動詞']
に改めた	['助詞', '動詞', '助動詞']
能力を持つ	['名詞', '助詞', '動詞']
を祝う	['助詞', '動詞']
を抱いていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
いくらか	['名詞', '助詞']
人もいる	['名詞', '助詞', '動詞']
を学んで	['助詞', '動詞', '助詞']
と推定され	['助詞', '名詞', '動詞', '動詞']
を称した	['助詞', '動詞', '助動詞']
これを受け	['名詞', '助詞', '動詞']
を握る	['助詞', '動詞']
を運営し	['助詞', '名詞', '動詞']
に関係なく	['助詞', '名詞', '形容詞']
を守った	['助詞', '動詞', '助動詞']
に出席し	['助詞', '名詞', '動詞']
を恐れた	['助詞', '動詞', '助動詞']
以外でも	['名詞', '助詞', '助詞']
に登場する架空の	['助詞', '名詞', '動詞', '名詞', '助詞']
語に翻訳	['名詞', '助詞', '名詞']
を供給し	['助詞', '名詞', '動詞']
によって設立された	['助詞', '名詞', '動詞', '動詞', '助動詞']
を占めていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
を取り戻した	['助詞', '動詞', '助動詞']
姿を消し	['名詞', '助詞', '動詞']
かたちで	['名詞', '助詞']
の先駆け	['助詞', '名詞']
とする説がある	['助詞', '動詞', '名詞', '助詞', '動詞']
を讃え	['助詞', '動詞']
会長を務めた	['名詞', '助詞', '動詞', '助動詞']
ていなかったため	['助詞', '動詞', '助動詞', '助動詞', '名詞']
を輩出した	['助詞', '名詞', '動詞', '助動詞']
監督を務める	['名詞', '助詞', '動詞']
を証明する	['助詞', '名詞', '動詞']
を費やし	['助詞', '動詞']
勝ちを収めた	['名詞', '助詞', '動詞', '助動詞']
も務める	['助詞', '動詞']
を占めた	['助詞', '動詞', '助動詞']
ことも多く	['名詞', '助詞', '名詞']
とその周辺	['名詞', '助詞', '名詞']
を排除し	['助詞', '名詞', '動詞']
を維持した	['助詞', '名詞', '動詞', '助動詞']
を記念し	['助詞', '名詞', '動詞']
を活かした	['助詞', '動詞', '助動詞']
を舞台とした	['助詞', '名詞', '助詞', '動詞', '助動詞']
当初より	['名詞', '助詞']
と判断され	['助詞', '名詞', '動詞', '動詞']
頭角を現し	['名詞', '助詞', '動詞']
が相次ぎ	['助詞', '動詞']
日に放送された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
のことを指す	['助詞', '名詞', '助詞', '動詞']
がついている	['助詞', '動詞', '助詞', '動詞']
と違って	['助詞', '動詞', '助詞']
議席を獲得	['名詞', '助詞', '名詞']
を授与され	['助詞', '名詞', '動詞', '動詞']
も同様である	['助詞', '名詞', '助動詞', '助動詞']
は存在せず	['助詞', '名詞', '動詞', '助動詞']
を兼ねる	['助詞', '動詞']
上の理由	['名詞', '助詞', '名詞']
遥かに	['名詞', '助詞']
活動を休止	['名詞', '助詞', '名詞']
に満ちた	['助詞', '動詞', '助動詞']
を渡って	['助詞', '動詞', '助詞']
が加わり	['助詞', '動詞']
で働いていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
世界で初めて	['名詞', '助詞', '副詞']
指揮を執っ	['名詞', '助詞', '動詞']
を著し	['助詞', '動詞']
所定の	['名詞', '助詞']
事もあり	['名詞', '助詞', '動詞']
を駆使し	['助詞', '名詞', '動詞']
生計を立て	['名詞', '助詞', '動詞']
を与えている	['助詞', '動詞', '助詞', '動詞']
を無視し	['助詞', '名詞', '動詞']
を廃し	['助詞', '動詞']
に引き継がれた	['助詞', '動詞', '動詞', '助動詞']
ものとされる	['名詞', '助詞', '動詞', '動詞']
を任せ	['助詞', '動詞']
年に公開された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
として知られた	['助詞', '動詞', '動詞', '助動詞']
を成立させ	['助詞', '名詞', '動詞', '動詞']
を対象とする	['助詞', '名詞', '助詞', '動詞']
を目的とし	['助詞', '名詞', '助詞', '動詞']
に過ぎず	['助詞', '動詞', '助動詞']
に到達する	['助詞', '名詞', '動詞']
の協力を得て	['助詞', '名詞', '助詞', '動詞', '助詞']
を前提に	['助詞', '名詞', '助詞']
を通じた	['助詞', '動詞', '助動詞']
年に創設された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
を武器に	['助詞', '名詞', '助詞']
が敷かれ	['助詞', '動詞', '動詞']
支持を得	['名詞', '助詞', '名詞']
ことが分かる	['名詞', '助詞', '動詞']
の病院で死去	['助詞', '名詞', '助詞', '名詞']
を踏む	['助詞', '動詞']
優勝を果たす	['名詞', '助詞', '動詞']
という考え方	['助詞', '名詞']
国の史跡	['名詞', '助詞', '名詞']
と説明している	['助詞', '名詞', '動詞', '助詞', '動詞']
を繰り広げた	['助詞', '動詞', '助動詞']
位に入り	['名詞', '助詞', '動詞']
を示していた	['助詞', '動詞', '助詞', '動詞', '助動詞']
試合の登板	['名詞', '助詞', '名詞']
に注目し	['助詞', '名詞', '動詞']
ことを考え	['名詞', '助詞', '動詞']
に携わり	['助詞', '動詞']
をとっていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
について述べる	['助詞', '動詞']
洗礼を受け	['名詞', '助詞', '動詞']
に因む	['助詞', '動詞']
を抑えて	['助詞', '動詞', '助詞']
に率いられ	['助詞', '動詞', '動詞']
になろう	['助詞', '動詞', '助動詞']
という噂	['助詞', '名詞']
を基調とし	['助詞', '名詞', '助詞', '動詞']
の影響を受けて	['助詞', '名詞', '助詞', '動詞', '助詞']
を着て	['助詞', '動詞', '助詞']
を許された	['助詞', '動詞', '動詞', '助動詞']
を避けて	['助詞', '動詞', '助詞']
を吸収し	['助詞', '名詞', '動詞']
を表した	['助詞', '動詞', '助動詞']
を助けた	['助詞', '動詞', '助動詞']
と命名され	['助詞', '名詞', '動詞', '動詞']
に住んだ	['助詞', '動詞', '助動詞']
にとどまる	['助詞', '動詞']
に見立て	['助詞', '名詞']
を施す	['助詞', '動詞']
無数の	['名詞', '助詞']
を決意した	['助詞', '名詞', '動詞', '助動詞']
と評された	['助詞', '動詞', '動詞', '助動詞']
義理の	['名詞', '助詞']
を征服し	['助詞', '名詞', '動詞']
を乗せた	['助詞', '動詞', '助動詞']
ことが分かった	['名詞', '助詞', '動詞', '助動詞']
これを機に	['名詞', '助詞', '名詞', '助詞']
が可能となっている	['助詞', '名詞', '助詞', '動詞', '助詞', '動詞']
を手に入れ	['助詞', '名詞', '助詞', '動詞']
を編成し	['助詞', '名詞', '動詞']
に扮し	['助詞', '動詞']
勝を挙げた	['名詞', '助詞', '動詞', '助動詞']
を向上させる	['助詞', '名詞', '動詞', '動詞']
兵を率いて	['名詞', '助詞', '動詞', '助詞']
役割を果たしている	['名詞', '助詞', '動詞', '助詞', '動詞']
に対抗して	['助詞', '名詞', '動詞', '助詞']
が置かれていた	['助詞', '動詞', '動詞', '助詞', '動詞', '助動詞']
に移す	['助詞', '動詞']
を強調する	['助詞', '名詞', '動詞']
と言っている	['助詞', '動詞', '助詞', '動詞']
に移管され	['助詞', '名詞', '動詞', '動詞']
を構える	['助詞', '動詞']
を選択した	['助詞', '名詞', '動詞', '助動詞']
ことのない	['名詞', '助詞', '形容詞']
それに伴う	['名詞', '助詞', '動詞']
に同行し	['助詞', '名詞', '動詞']
を指摘し	['助詞', '名詞', '動詞']
に対抗し	['助詞', '名詞', '動詞']
に準じた	['助詞', '動詞', '助動詞']
に浮かぶ	['助詞', '動詞']
と判断された	['助詞', '名詞', '動詞', '動詞', '助動詞']
にて行われた	['助詞', '動詞', '動詞', '助動詞']
を更新し	['助詞', '名詞', '動詞']
を襲った	['助詞', '動詞', '助動詞']
ものもあり	['名詞', '助詞', '動詞']
を維持するため	['助詞', '名詞', '動詞', '名詞']
を取り巻く	['助詞', '動詞']
の周りに	['助詞', '名詞', '助詞']
に晒され	['助詞', '動詞', '動詞']
にて死去	['助詞', '名詞']
ために必要な	['名詞', '助詞', '名詞', '助動詞']
事故を起こし	['名詞', '助詞', '動詞']
は以下の通り	['助詞', '名詞', '助詞', '名詞']
を手に入れた	['助詞', '名詞', '助詞', '動詞', '助動詞']
影響を受ける	['名詞', '助詞', '動詞']
を生産する	['助詞', '名詞', '動詞']
と評される	['助詞', '動詞', '動詞']
日本の政治家	['名詞', '助詞', '名詞', '名詞']
を採用しており	['助詞', '名詞', '動詞', '助詞', '動詞']
にかかわる	['助詞', '動詞']
を有しており	['助詞', '動詞', '助詞', '動詞']
問題を抱え	['名詞', '助詞', '名詞']
を改善する	['助詞', '名詞', '動詞']
を唱える	['助詞', '動詞']
を阻害する	['助詞', '名詞', '動詞']
を撤去し	['助詞', '名詞', '動詞']
におよぶ	['助詞', '動詞']
今日でも	['名詞', '助詞', '助詞']
ってしまい	['助詞', '動詞']
を要請した	['助詞', '名詞', '動詞', '助動詞']
を管轄する	['助詞', '名詞', '動詞']
に変換する	['助詞', '名詞', '動詞']
発祥の地	['名詞', '助詞', '名詞']
になれ	['助詞', '動詞']
を理解する	['助詞', '名詞', '動詞']
と思います	['助詞', '動詞', '助動詞']
へ入社	['助詞', '名詞']
を配し	['助詞', '動詞']
同種の	['名詞', '助詞']
ことを示した	['名詞', '助詞', '動詞', '助動詞']
も含まれていた	['助詞', '動詞', '動詞', '助詞', '動詞', '助動詞']
に寄与する	['助詞', '名詞', '動詞']
を公表した	['助詞', '名詞', '動詞', '助動詞']
試合に登板した	['名詞', '助詞', '名詞', '動詞', '助動詞']
を示唆する	['助詞', '名詞', '動詞']
を説得し	['助詞', '名詞', '動詞']
注目を集める	['名詞', '助詞', '動詞']
ことも可能	['名詞', '助詞', '名詞']
へ異動	['助詞', '名詞']
を成す	['助詞', '動詞']
から来ている	['助詞', '動詞', '助詞', '動詞']
大会で優勝	['名詞', '助詞', '名詞']
多岐にわたる	['名詞', '助詞']
を愛し	['助詞', '動詞']
資格を取得	['名詞', '助詞', '名詞']
廃車となった	['名詞', '助詞', '動詞', '助動詞']
非常に高い	['名詞', '助詞', '形容詞']
に設置される	['助詞', '名詞', '動詞', '動詞']
年代に入って	['名詞', '助詞', '動詞', '助詞']
契約を結ぶ	['名詞', '助詞', '動詞']
上記のように	['名詞', '助詞', '名詞', '助詞']
を囲む	['助詞', '動詞']
区から出馬し	['名詞', '助詞', '名詞', '動詞']
に於ける	['助詞', '動詞', '助動詞']
に戻された	['助詞', '動詞', '動詞', '助動詞']
に値する	['助詞', '動詞']
を示唆し	['助詞', '名詞', '動詞']
を増加させ	['助詞', '名詞', '動詞', '動詞']
ことを決めた	['名詞', '助詞', '動詞', '助動詞']
を作り出す	['助詞', '動詞']
が加えられた	['助詞', '動詞', '動詞', '助動詞']
を挟んだ	['助詞', '動詞', '助動詞']
を追求し	['助詞', '名詞', '動詞']
を向上させ	['助詞', '名詞', '動詞', '動詞']
を継続する	['助詞', '名詞', '動詞']
氏の一族	['名詞', '助詞', '名詞']
を非難し	['助詞', '名詞', '動詞']
を送っている	['助詞', '動詞', '助詞', '動詞']
を解消し	['助詞', '名詞', '動詞']
を負い	['助詞', '動詞']
へ至る	['助詞', '動詞']
を備えていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
月に発売された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
を埋める	['助詞', '動詞']
に臨む	['助詞', '動詞']
に踏み切	['助詞', '動詞']
てもらえ	['助詞', '動詞']
主将を務め	['名詞', '助詞', '名詞']
を提唱し	['助詞', '名詞', '動詞']
となってしまう	['助詞', '動詞', '助詞', '動詞']
を保った	['助詞', '動詞', '助動詞']
に上陸した	['助詞', '名詞', '動詞', '助動詞']
に移管された	['助詞', '名詞', '動詞', '動詞', '助動詞']
静かに	['名詞', '助詞']
生活を送っていた	['名詞', '助詞', '動詞', '助詞', '動詞', '助動詞']
詳細は不明	['名詞', '助詞', '名詞']
を変化させ	['助詞', '名詞', '動詞', '動詞']
を積む	['助詞', '動詞']
を説明し	['助詞', '名詞', '動詞']
を生み	['助詞', '名詞']
に転任	['助詞', '名詞']
を承認した	['助詞', '名詞', '動詞', '助動詞']
を操作し	['助詞', '名詞', '動詞']
が義務付けられ	['助詞', '動詞', '動詞']
を目標とし	['助詞', '名詞', '助詞', '動詞']
を行ない	['助詞', '動詞']
に至っている	['助詞', '動詞', '助詞', '動詞']
に尽力し	['助詞', '名詞', '動詞']
を立ち上げる	['助詞', '動詞', '動詞']
刑に処	['名詞', '助詞', '名詞']
に焦点を当て	['助詞', '名詞', '助詞', '副詞']
運行を開始した	['名詞', '助詞', '名詞', '動詞', '助動詞']
道の駅	['名詞', '助詞', '名詞']
を攻略し	['助詞', '名詞', '動詞']
ことをいう	['名詞', '助詞', '動詞']
狭義の	['名詞', '助詞']
を活用した	['助詞', '名詞', '動詞', '助動詞']
学を学んだ	['名詞', '助詞', '動詞', '助動詞']
の流れを汲む	['助詞', '名詞', '助詞', '動詞']
を引用し	['助詞', '名詞', '動詞']
に派遣し	['助詞', '名詞', '動詞']
ことがなかった	['名詞', '助詞', '形容詞', '助動詞']
とコメントした	['助詞', '名詞', '動詞', '助動詞']
を担い	['助詞', '動詞']
を喫する	['助詞', '動詞']
を隠す	['助詞', '動詞']
が置かれる	['助詞', '動詞', '動詞']
勢力を拡大	['名詞', '助詞', '名詞']
を駆使して	['助詞', '名詞', '動詞', '助詞']
という逸話	['助詞', '名詞']
県を管轄した	['名詞', '助詞', '名詞', '動詞', '助動詞']
を重んじ	['助詞', '動詞']
に言及し	['助詞', '名詞', '動詞']
に置かれていた	['助詞', '動詞', '動詞', '助詞', '動詞', '助動詞']
に赴いた	['助詞', '動詞', '助動詞']
を極めた	['助詞', '動詞', '助動詞']
年間にわたって	['名詞', '助詞']
を成し	['助詞', '動詞']
まで遡る	['助詞', '動詞']
花期は	['名詞', '助詞']
学を専攻	['名詞', '助詞', '名詞']
を広げる	['助詞', '動詞']
に触発され	['助詞', '名詞', '動詞', '動詞']
計画を立て	['名詞', '助詞', '動詞']
強引に	['名詞', '助詞']
が可能になる	['助詞', '名詞', '助詞', '動詞']
を解く	['助詞', '動詞']
銅メダルを獲得	['名詞', '助詞', '名詞']
を取っていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
を論じ	['助詞', '動詞']
を着用する	['助詞', '名詞', '動詞']
に協力した	['助詞', '名詞', '動詞', '助動詞']
を繋ぐ	['助詞', '動詞']
川に合流する	['名詞', '助詞', '名詞', '動詞']
にとどまらず	['助詞', '動詞', '助動詞']
を禁止する	['助詞', '名詞', '動詞']
に乗り出した	['助詞', '動詞', '助動詞']
ことが原因	['名詞', '助詞', '名詞']
を採用していた	['助詞', '名詞', '動詞', '助詞', '動詞', '助動詞']
を軸に	['助詞', '名詞', '助詞']
を手に入れる	['助詞', '名詞', '助詞', '動詞']
等を歴任	['名詞', '助詞', '名詞']
